File	sample.id	experiment	org	epd	sample	cell	First_Pair_Size
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L001_R1_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   2.98M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L001_R2_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   3.03M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L002_R1_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   2.93M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L002_R2_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   2.93M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L003_R1_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   3.11M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L003_R2_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   3.17M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L004_R1_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   3.02M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/01_Mmp_1_9-48497483/Mmp-1-9_S1_L004_R2_001.fastq.gz	single-cells-mmp-03-1	single-cells	mmp	03	01_Mmp_1_9	1	   3.02M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L001_R1_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.83M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L001_R2_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.89M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L002_R1_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.87M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L002_R2_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.88M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L003_R1_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.98M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L003_R2_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   3.05M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L004_R1_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.9M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/03_Mmp_3_9-48493482/Mmp-3-9_S3_L004_R2_001.fastq.gz	single-cells-mmp-03-3	single-cells	mmp	03	03_Mmp_3_9	3	   2.9M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L001_R1_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.04M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L001_R2_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.08M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L002_R1_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.05M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L002_R2_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.07M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L003_R1_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.1M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L003_R2_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.14M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L004_R1_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.07M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/05_Mmp_5_9-48482546/Mmp-5-9_S5_L004_R2_001.fastq.gz	single-cells-mmp-03-5	single-cells	mmp	03	05_Mmp_5_9	5	   1.1M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L001_R1_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.21M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L001_R2_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.24M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L002_R1_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.23M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L002_R2_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.23M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L003_R1_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.28M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L003_R2_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.31M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L004_R1_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.26M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/06_Mmp_6_9-48508463/Mmp-6-9_S6_L004_R2_001.fastq.gz	single-cells-mmp-03-6	single-cells	mmp	03	06_Mmp_6_9	6	   1.26M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L001_R1_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.52M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L001_R2_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.56M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L002_R1_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.52M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L002_R2_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.53M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L003_R1_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.59M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L003_R2_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.64M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L004_R1_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.54M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/07_Mmp_7_9-48496493/Mmp-7-9_S7_L004_R2_001.fastq.gz	single-cells-mmp-03-7	single-cells	mmp	03	07_Mmp_7_9	7	   1.55M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L001_R1_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.21M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L001_R2_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.24M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L002_R1_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.23M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L002_R2_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.24M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L003_R1_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.31M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L003_R2_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.34M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L004_R1_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.27M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/UA3-152-03/08_Mmp_8_9-48506467/Mmp-8-9_S8_L004_R2_001.fastq.gz	single-cells-mmp-03-8	single-cells	mmp	03	08_Mmp_8_9	8	   1.28M
